"","protein_external_id","preferred_name","protein_size","annotation","refseq_peptide","GeneID","UniqueNAME"
"17508","9606.ENSP00000442699","HTATSF1",755,"HIV Tat-specific factor 1; Functions as a general transcription factor playing a role in the process of transcriptional elongation. May mediate the reciprocal stimulatory effect of splicing on transcriptional elongation. In case of infection by HIV-1, it is up-regulated by the HIV-1 proteins NEF and gp120, acts as a cofactor required for the Tat-enhanced transcription of the virus; RNA binding motif containing","ENSP00000442699","KH2013:KH.L165.2","HTATSF1"
"68631","9606.ENSP00000320957","VGLL2",317,"Transcription cofactor vestigial-like protein 2; May act as a specific coactivator for the mammalian TEFs. May play a role in the development of skeletal muscles; Belongs to the vestigial family","ENSP00000320957","KH2013:KH.L165.5","VGLL2"
"8406","9606.ENSP00000339381","RGS12",1447,"Regulator of G-protein signaling 12; Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form; PDZ domain containing","ENSP00000339381","KH2013:KH.L166.1","RGS12/14"
"14806","9606.ENSP00000386229","RGS14",566,"Regulator of G-protein signaling 14; Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form. Besides, modulates signal transduction via G protein alpha subunits by functioning as a GDP-dissociation inhibitor (GDI). Has GDI activity on G(i) alpha subunits GNAI1 and GNAI3, but not on GNAI2 and G(o) alpha subunit GNAO1. Has GAP activity on GNAI0, GNAI2 and GNAI3. May act as a scaffold integrating G protein and Ras/Raf MAPkinase signaling pat [...] ","ENSP00000386229","KH2013:KH.L166.1","RGS12/14"
"1802","9606.ENSP00000254181","USP29",922,"Ubiquitin specific peptidase 29","ENSP00000254181","KH2013:KH.L168.4","USP26/29/37"
"2080","9606.ENSP00000258399","USP37",979,"Ubiquitin carboxyl-terminal hydrolase 37; Deubiquitinase that antagonizes the anaphase-promoting complex (APC/C) during G1/S transition by mediating deubiquitination of cyclin-A (CCNA1 and CCNA2), thereby promoting S phase entry. Specifically mediates deubiquitination of 'Lys-11'- linked polyubiquitin chains, a specific ubiquitin-linkage type mediated by the APC/C complex. Also mediates deubiquitination of 'Lys-48'-linked polyubiquitin chains in vitro. Phosphorylation at Ser-628 during G1/S phase maximizes the deubiquitinase activity, leading to prevent degradation of cyclin-A (CCNA1 a [...] ","ENSP00000258399","KH2013:KH.L168.4","USP26/29/37"
"16703","9606.ENSP00000423390","USP26",913,"Ubiquitin carboxyl-terminal hydrolase 26; Involved in the ubiquitin-dependent proteolytic pathway in conjunction with the 26S proteasome (By similarity). Deubiquitinates the androgen receptor and regulates the androgen receptor signaling pathway; Belongs to the peptidase C19 family","ENSP00000423390","KH2013:KH.L168.4","USP26/29/37"
"7315","9606.ENSP00000326563","KDM3B",1761,"Lysine-specific demethylase 3B; Histone demethylase that specifically demethylates 'Lys- 9' of histone H3, thereby playing a central role in histone code. Demethylation of Lys residue generates formaldehyde and succinate. May have tumor suppressor activity; Lysine demethylases","ENSP00000326563","KH2013:KH.L17.9","KDM3B"
"14728","9606.ENSP00000385780","DGKB",804,"Diacylglycerol kinase beta; Exhibits high phosphorylation activity for long-chain diacylglycerols","ENSP00000385780","KH2013:KH.L168.2","DGKB"
"16765","9606.ENSP00000424827","NEDD4",1319,"E3 ubiquitin-protein ligase NEDD4; E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Specifically ubiquitinates 'Lys-63' in target proteins. Involved in the pathway leading to the degradation of VEGFR-2/KDFR, independently of its ubiquitin-ligase activity. Monoubiquitinates IGF1R at multiple sites, thus leading to receptor internalization and degradation in lysosomes. Ubiquitinates FGFR1, leading to receptor internalization and degradation in lysosomes. [...] ","ENSP00000424827","KH2013:KH.L17.5","NEDD4"
"15228","9606.ENSP00000392896","HSBP1",76,"Heat shock factor-binding protein 1; Negative regulator of the heat shock response. Negatively affects HSF1 DNA-binding activity. May have a role in the suppression of the activation of the stress response during the aging process; Belongs to the HSBP1 family","ENSP00000392896","KH2013:KH.L17.11","HSBP1"
"6667","9606.ENSP00000318604","MAF1",256,"Repressor of RNA polymerase III transcription MAF1 homolog; Element of the mTORC1 signaling pathway that acts as a mediator of diverse signals and that represses RNA polymerase III transcription. Inhibits the de novo assembly of TFIIIB onto DNA","ENSP00000318604","KH2013:KH.L17.12","MAF1"
"34631","9606.ENSP00000272203","PLEKHA6",1048,"Pleckstrin homology domain containing A6","ENSP00000272203","KH2013:KH.L17.13","PLEKHA5/6/7"
"9228","9606.ENSP00000347883","PLEKHA7",1121,"Pleckstrin homology domain-containing family A member 7; Required for zonula adherens biogenesis and maintenance. Acts via its interaction with KIAA1543/Nezha, which anchors microtubules at their minus-ends to zonula adherens, leading to the recruitment of KIFC3 kinesin to the junctional site; Pleckstrin homology domain containing","ENSP00000347883","KH2013:KH.L17.13","PLEKHA5/6/7"
"157752","9606.ENSP00000404296","PLEKHA5",1282,"Pleckstrin homology domain containing A5","ENSP00000404296","KH2013:KH.L17.13","PLEKHA5/6/7"
"6787","9606.ENSP00000320084","CD276",534,"CD276 antigen; May participate in the regulation of T-cell-mediated immune response. May play a protective role in tumor cells by inhibiting natural-killer mediated cell lysis as well as a role of marker for detection of neuroblastoma cells. May be involved in the development of acute and chronic transplant rejection and in the regulation of lymphocytic activity at mucosal surfaces. Could also play a key role in providing the placenta and fetus with a suitable immunological environment throughout pregnancy. Both isoform 1 and isoform 2 appear to be redundant in their ability to modulat [...] ","ENSP00000320084","KH2013:KH.L169.2","CD276"
"12863","9606.ENSP00000369887","SLTM",1034,"SAFB-like transcription modulator; When overexpressed, acts as a general inhibitor of transcription that eventually leads to apoptosis; RNA binding motif containing","ENSP00000369887","KH2013:KH.L17.6","SLTM"
"2590","9606.ENSP00000262746","PRDX1",199,"Peroxiredoxin-1; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Might participate in the signaling cascades of growth factors and tumor necrosis factor-alpha by regulating the intracellular concentrations of H(2)O(2). Reduces an intramolecular disulfide bond in GDPD5 that gates the ability to GDPD5 to drive postmitotic motor neuron differentiation (By s [...] ","ENSP00000262746","KH2013:KH.L17.4","PRDX1/2"
"5227","9606.ENSP00000301522","PRDX2",198,"Peroxiredoxin-2; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Might participate in the signaling cascades of growth factors and tumor necrosis factor-alpha by regulating the intracellular concentrations of H(2)O(2); Belongs to the peroxiredoxin family. AhpC/Prx1 subfamily","ENSP00000301522","KH2013:KH.L17.4","PRDX1/2"
"14359","9606.ENSP00000382204","JMJD1C",2540,"Probable JmjC domain-containing histone demethylation protein 2C; Probable histone demethylase that specifically demethylates 'Lys-9' of histone H3, thereby playing a central role in histone code. Demethylation of Lys residue generates formaldehyde and succinate. May be involved in hormone-dependent transcriptional activation, by participating in recruitment to androgen-receptor target genes (By similarity); Lysine demethylases","ENSP00000382204","KH2013:KH.L17.8","JMJD1C"
"12891","9606.ENSP00000370047","BNC2",1099,"Zinc finger protein basonuclin-2; Probable transcription factor specific for skin keratinocytes. May play a role in the differentiation of spermatozoa and oocytes; Zinc fingers C2H2-type","ENSP00000370047","KH2013:KH.L17.3","BNC2"
"9987","9606.ENSP00000354724","PCGF3",242,"Polycomb group RING finger protein 3; Component of a Polycomb group (PcG) multiprotein PRC1- like complex, a complex class required to maintain the transcriptionally repressive state of many genes, including Hox genes, throughout development. PcG PRC1 complex acts via chromatin remodeling and modification of histones; it mediates monoubiquitination of histone H2A 'Lys-119', rendering chromatin heritably changed in its expressibility. Within the PRC1-like complex, regulates RNF2 ubiquitin ligase activity. Plays a redundant role with PCGF5 as part of a PRC1-like complex that mediates mon [...] ","ENSP00000354724","KH2013:KH.L170.80","PCGF3"
"7253","9606.ENSP00000325819","NR2F1",423,"COUP transcription factor 1; Coup (chicken ovalbumin upstream promoter) transcription factor binds to the ovalbumin promoter and, in conjunction with another protein (S300-II) stimulates initiation of transcription. Binds to both direct repeats and palindromes of the 5'-AGGTCA-3' motif. Represses transcriptional activity of LHCG; Nuclear hormone receptors","ENSP00000325819","KH2013:KH.L17.15","NR2F1/2/5"
"13693","9606.ENSP00000377721","NR2F2",414,"COUP transcription factor 2; Ligand-activated transcription factor. Activated by high concentrations of 9-cis-retinoic acid and all-trans-retinoic acid, but not by dexamethasone, cortisol or progesterone (in vitro). Regulation of the apolipoprotein A-I gene transcription. Binds to DNA site A; Nuclear hormone receptors","ENSP00000377721","KH2013:KH.L17.15","NR2F1/2/5"
"5156","9606.ENSP00000300873","GNG8",70,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction","ENSP00000300873","KH2013:KH.L170.96","GNG2/8"
"8023","9606.ENSP00000334448","GNG2",71,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction (By similarity)","ENSP00000334448","KH2013:KH.L170.96","GNG2/8"
"1","9606.ENSP00000000233","ARF5",180,"ADP-ribosylation factor 5; GTP-binding protein that functions as an allosteric activator of the cholera toxin catalytic subunit, an ADP- ribosyltransferase. Involved in protein trafficking; may modulate vesicle budding and uncoating within the Golgi apparatus; ARF GTPase family","ENSP00000000233","KH2013:KH.L170.51","ARF1/2/4/5"
"5642","9606.ENSP00000306010","ARF4",180,"ADP-ribosylation factor 4; GTP-binding protein that functions as an allosteric activator of the cholera toxin catalytic subunit, an ADP- ribosyltransferase. Involved in protein trafficking; may modulate vesicle budding and uncoating within the Golgi apparatus; ARF GTPase family","ENSP00000306010","KH2013:KH.L170.51","ARF1/2/4/5"
"173831","9606.ENSP00000440005","ARF1",181,"ADP-ribosylation factor 1; GTP-binding protein that functions as an allosteric activator of the cholera toxin catalytic subunit, an ADP- ribosyltransferase. Involved in protein trafficking among different compartments. Modulates vesicle budding and uncoating within the Golgi complex. Deactivation induces the redistribution of the entire Golgi complex to the endoplasmic reticulum, suggesting a crucial role in protein trafficking. In its GTP-bound form, its triggers the association with coat proteins with the Golgi membrane. The hydrolysis of ARF1-bound GTP, which is mediated by ARFGAPs  [...] ","ENSP00000440005","KH2013:KH.L170.51","ARF1/2/4/5"
"17805","9606.ENSP00000451211","NEDD1",667,"Protein NEDD1; Required for mitosis progression. Promotes the nucleation of microtubules from the spindle; WD repeat domain containing","ENSP00000451211","KH2013:KH.L170.48","NEDD1"
"17787","9606.ENSP00000450864","SMEK1",820,"Serine/threonine-protein phosphatase 4 regulatory subunit 3A; Regulatory subunit of serine/threonine-protein phosphatase 4. May regulate the activity of PPP4C at centrosomal microtubule organizing centers. The PPP4C-PPP4R2-PPP4R3A PP4 complex specifically dephosphorylates H2AFX phosphorylated on 'Ser-140' (gamma-H2AFX) generated during DNA replication and required for DNA DSB repair; Belongs to the SMEK family","ENSP00000450864","KH2013:KH.L170.46","SMEK1/2"
"19206","9606.ENSP00000483228","SMEK2",849,"Serine/threonine-protein phosphatase 4 regulatory subunit 3B; Regulatory subunit of serine/threonine-protein phosphatase 4 (PP4). May regulate the activity of PPP4C at centrosomal microtubule organizing centers","ENSP00000483228","KH2013:KH.L170.46","SMEK1/2"
"3999","9606.ENSP00000283357","FAM81B",452,"Protein FAM81B; Family with sequence similarity 81 member B","ENSP00000283357","KH2013:KH.L170.82","FAM81B"
"1770","9606.ENSP00000253669","HAUS8",410,"HAUS augmin-like complex subunit 8; Contributes to mitotic spindle assembly, maintenance of centrosome integrity and completion of cytokinesis as part of the HAUS augmin-like complex","ENSP00000253669","KH2013:KH.L170.74","HAUS8"
"11098","9606.ENSP00000359990","LRRC40",602,"Leucine-rich repeat-containing protein 40; Leucine rich repeat containing 40","ENSP00000359990","KH2013:KH.L170.23","LRRC40"
"951","9606.ENSP00000230122","ZBTB24",697,"Zinc finger and BTB domain-containing protein 24; May be involved in BMP2-induced transcription; BTB domain containing","ENSP00000230122","KH2013:KH.L170.68","ZBTB16/17/24"
"8303","9606.ENSP00000338157","ZBTB16",673,"Zinc finger and BTB domain-containing protein 16; Probable transcription factor. May play a role in myeloid maturation and in the development and/or maintenance of other differentiated tissues. Probable substrate-recognition component of an E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins; Belongs to the krueppel C2H2-type zinc-finger protein family","ENSP00000338157","KH2013:KH.L170.68","ZBTB16/17/24"
"12072","9606.ENSP00000364885","ZBTB17",810,"Zinc finger and BTB domain-containing protein 17; Transcription factor that can function as an activator or repressor depending on its binding partners, and by targeting negative regulators of cell cycle progression. Plays a critical role in early lymphocyte development, where it is essential to prevent apoptosis in lymphoid precursors, allowing them to survive in response to IL7 and undergo proper lineage commitment. Has been shown to bind to the promoters of adenovirus major late protein and cyclin D1 and activate transcription. Required for early embryonic development during gastrul [...] ","ENSP00000364885","KH2013:KH.L170.68","ZBTB16/17/24"
"8098","9606.ENSP00000335094","TMEM17",198,"Transmembrane protein 17; Transmembrane component of the tectonic-like complex, a complex localized at the transition zone of primary cilia and acting as a barrier that prevents diffusion of transmembrane proteins between the cilia and plasma membranes. Required for ciliogenesis and sonic hedgehog/SHH signaling (By similarity); Belongs to the TMEM17 family","ENSP00000335094","KH2013:KH.L170.5","TMEM17"
"326","9606.ENSP00000215730","SNAP29",258,"Synaptosomal-associated protein 29; SNAREs, soluble N-ethylmaleimide-sensitive factor- attachment protein receptors, are essential proteins for fusion of cellular membranes. SNAREs localized on opposing membranes assemble to form a trans-SNARE complex, an extended, parallel four alpha-helical bundle that drives membrane fusion. SNAP29 is a SNARE involved in autophagy through the direct control of autophagosome membrane fusion with the lysososome membrane. Plays also a role in ciliogenesis by regulating membrane fusions; Belongs to the SNAP-25 family","ENSP00000215730","KH2013:KH.L170.18","SNAP29"
"5849","9606.ENSP00000308219","RGMB",478,"RGM domain family member B; Member of the repulsive guidance molecule (RGM) family that contributes to the patterning of the developing nervous system (By similarity). Acts as a bone morphogenetic protein (BMP) coreceptor that potentiates BMP signaling (By similarity). Promotes neuronal adhesion (By similarity). May inhibit neurite outgrowth","ENSP00000308219","KH2013:KH.L170.10","RGMB"
"1825","9606.ENSP00000254624","EFR3A",821,"Protein EFR3 homolog A; Component of a complex required to localize phosphatidylinositol 4-kinase (PI4K) to the plasma membrane. The complex acts as a regulator of phosphatidylinositol 4-phosphate (PtdIns(4)P) synthesis (Probable). In the complex, EFR3A probably acts as the membrane-anchoring component. Also involved in responsiveness to G-protein-coupled receptors; it is however unclear whether this role is direct or indirect","ENSP00000254624","KH2013:KH.L170.77","EFR3A"
"61171","9606.ENSP00000311165","AQP1",269,"Aquaporin-1; Forms a water-specific channel that provides the plasma membranes of red cells and kidney proximal tubules with high permeability to water, thereby permitting water to move in the direction of an osmotic gradient; Aquaporins","ENSP00000311165","KH2013:KH.L170.71","AQP1/6"
"186861","9606.ENSP00000477688","AQP6",282,"Aquaporin-6; Forms a water-specific channel that participates in distinct physiological functions such as glomerular filtration, tubular endocytosis and acid-base metabolism; Aquaporins","ENSP00000477688","KH2013:KH.L170.71","AQP1/6"
"4585","9606.ENSP00000295171","CCDC74A",378,"Coiled-coil domain containing 74A","ENSP00000295171","KH2013:KH.L170.45","CCDC74A"
"16676","9606.ENSP00000422496","TTC39B",682,"Tetratricopeptide repeat domain containing; Belongs to the TTC39 family","ENSP00000422496","KH2013:KH.L170.53","TTC39B"
"16698","9606.ENSP00000423276","ZCCHC10",192,"Zinc finger CCHC-type containing 10","ENSP00000423276","KH2013:KH.L170.87","ZCCHC10"
"1810","9606.ENSP00000254322","DNAJB1",340,"DnaJ homolog subfamily B member 1; Interacts with HSP70 and can stimulate its ATPase activity. Stimulates the association between HSC70 and HIP. Negatively regulates heat shock-induced HSF1 transcriptional activity during the attenuation and recovery phase period of the heat shock response. Stimulates ATP hydrolysis and the folding of unfolded proteins mediated by HSPA1A/B (in vitro)","ENSP00000254322","KH2013:KH.L170.59","DNAJB1/4/5"
"11071","9606.ENSP00000359799","DNAJB4",337,"DnaJ homolog subfamily B member 4; Probable chaperone. Stimulates ATP hydrolysis and the folding of unfolded proteins mediated by HSPA1A/B (in vitro); DNAJ heat shock proteins","ENSP00000359799","KH2013:KH.L170.59","DNAJB1/4/5"
"15757","9606.ENSP00000404079","DNAJB5",462,"DnaJ heat shock protein family member B5","ENSP00000404079","KH2013:KH.L170.59","DNAJB1/4/5"
"1131","9606.ENSP00000236980","FASTKD2",710,"FAST kinase domain-containing protein 2, mitochondrial; Plays an important role in assembly of the mitochondrial large ribosomal subunit; FASTK mitochondrial RNA binding family","ENSP00000236980","KH2013:KH.L170.66","FASTKD2/3/5"
"2931","9606.ENSP00000264669","FASTKD3",662,"FAST kinase domain-containing protein 3, mitochondrial; Required for normal mitochondrial respiration; Belongs to the FAST kinase family","ENSP00000264669","KH2013:KH.L170.66","FASTKD2/3/5"
"12817","9606.ENSP00000369618","FASTKD5",764,"FAST kinase domain-containing protein 5, mitochondrial; Plays an important role in the processing of non- canonical mitochondrial mRNA precursors; FASTK mitochondrial RNA binding family","ENSP00000369618","KH2013:KH.L170.66","FASTKD2/3/5"
"7064","9606.ENSP00000323511","PNKP",521,"Bifunctional polynucleotide phosphatase/kinase; Plays a key role in the repair of DNA damage, functioning as part of both the non-homologous end-joining (NHEJ) and base excision repair (BER) pathways. Through its two catalytic activities, PNK ensures that DNA termini are compatible with extension and ligation by either removing 3'-phosphates from, or by phosphorylating 5'-hydroxyl groups on, the ribose sugar of the DNA backbone; HAD Asp-based non-protein phosphatases","ENSP00000323511","KH2013:KH.L170.8","PNKP"
"17858","9606.ENSP00000452697","SEC11A",185,"Signal peptidase complex catalytic subunit SEC11A; Component of the microsomal signal peptidase complex which removes signal peptides from nascent proteins as they are translocated into the lumen of the endoplasmic reticulum","ENSP00000452697","KH2013:KH.L170.67","SEC11A"
"10721","9606.ENSP00000358140","EIF3A",1382,"Eukaryotic translation initiation factor 3 subunit A; RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF- 2:GTP:methionyl-tRNAi and eIF-5 to form the 43S pre-initiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termi [...] ","ENSP00000358140","KH2013:KH.L170.78","EIF3A"
"10934","9606.ENSP00000359219","KAZALD1",304,"Kazal-type serine protease inhibitor domain-containing protein 1; Involved in the proliferation of osteoblasts during bone formation and bone regeneration. Promotes matrix assembly (By similarity); I-set domain containing","ENSP00000359219","KH2013:KH.L170.54","KAZALD1/2/3"
"622","9606.ENSP00000221486","RNASEH2A",299,"Ribonuclease H2 subunit A; Catalytic subunit of RNase HII, an endonuclease that specifically degrades the RNA of RNA:DNA hybrids. Participates in DNA replication, possibly by mediating the removal of lagging- strand Okazaki fragment RNA primers during DNA replication. Mediates the excision of single ribonucleotides from DNA:RNA duplexes; Belongs to the RNase HII family. Eukaryotic subfamily","ENSP00000221486","KH2013:KH.L170.11","RNASEH2A"
"5606","9606.ENSP00000305664","TRABD",376,"TraB domain-containing protein; TraB domain containing","ENSP00000305664","KH2013:KH.L170.24","TRABD"
"7944","9606.ENSP00000333813","ALG12",488,"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase; Adds the eighth mannose residue in an alpha-1,6 linkage onto the dolichol-PP-oligosaccharide precursor (dolichol-PP- Man(7)GlcNAc(2)) required for protein glycosylation; Belongs to the glycosyltransferase 22 family","ENSP00000333813","KH2013:KH.L170.58","ALG12"
"2955","9606.ENSP00000264819","MIER2",545,"Mesoderm induction early response protein 2; Transcriptional repressor; Myb/SANT domain containing","ENSP00000264819","KH2013:KH.L170.60","MIER1/2/3"
"12972","9606.ENSP00000370596","MIER3",550,"Mesoderm induction early response protein 3; Transcriptional repressor; Myb/SANT domain containing","ENSP00000370596","KH2013:KH.L170.60","MIER1/2/3"
"14499","9606.ENSP00000383820","MIER1",565,"Mesoderm induction early response protein 1; Transcriptional repressor regulating the expression of a number of genes including SP1 target genes. Probably functions through recruitment of HDAC1 a histone deacetylase involved in chromatin silencing; Myb/SANT domain containing","ENSP00000383820","KH2013:KH.L170.60","MIER1/2/3"
"39342","9606.ENSP00000282272","ANKRD44",993,"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B; Putative regulatory subunit of protein phosphatase 6 (PP6) that may be involved in the recognition of phosphoprotein substrates; Ankyrin repeat domain containing","ENSP00000282272","KH2013:KH.L170.30","ANKRD44"
"18003","9606.ENSP00000456850","THEGL",465,"Testicular haploid expressed gene protein-like; Theg spermatid protein like","ENSP00000456850","KH2013:KH.L170.36","THEGL"
"13582","9606.ENSP00000376924","NRF1",503,"Nuclear respiratory factor 1; Transcription factor that activates the expression of the EIF2S1 (EIF2-alpha) gene. Links the transcriptional modulation of key metabolic genes to cellular growth and development. Implicated in the control of nuclear genes required for respiration, heme biosynthesis, and mitochondrial DNA transcription and replication","ENSP00000376924","KH2013:KH.L170.20","NRF1"
"16712","9606.ENSP00000423567","CCDC153",210,"Coiled-coil domain containing 153; Belongs to the UPF0610 family","ENSP00000423567","KH2013:KH.L170.76","CCDC153"
"3332","9606.ENSP00000269221","C18orf8",657,"Uncharacterized protein C18orf8; Chromosome 18 open reading frame 8; Belongs to the Mic1 family","ENSP00000269221","KH2013:KH.L170.9","C18ORF8"
"16389","9606.ENSP00000417764","ALG2",416,"Alpha-1,3/1,6-mannosyltransferase ALG2; Mannosylates Man(2)GlcNAc(2)-dolichol diphosphate and Man(1)GlcNAc(2)-dolichol diphosphate to form Man(3)GlcNAc(2)- dolichol diphosphate; Belongs to the glycosyltransferase group 1 family. Glycosyltransferase 4 subfamily","ENSP00000417764","KH2013:KH.L170.31","ALG2"
"5099","9606.ENSP00000300145","XRCC6BP1",246,"Mitochondrial inner membrane protease ATP23 homolog; XRCC6 binding protein 1; Belongs to the peptidase M76 family","ENSP00000300145","KH2013:KH.L170.91","XRCC6BP1"
"11009","9606.ENSP00000359526","SLC25A28",364,"Mitoferrin-2; Mitochondrial iron transporter that mediates iron uptake. Probably required for heme synthesis of hemoproteins and Fe-S cluster assembly in non-erythroid cells. The iron delivered into the mitochondria, presumably as Fe(2+), is then probably delivered to ferrochelatase to catalyze Fe(2+) incorporation into protoprophyrin IX to make heme (By similarity); Belongs to the mitochondrial carrier (TC 2.A.29) family","ENSP00000359526","KH2013:KH.L170.33","SLC25A28/37"
"16949","9606.ENSP00000429200","SLC25A37",338,"Mitoferrin-1; Mitochondrial iron transporter that specifically mediates iron uptake in developing erythroid cells, thereby playing an essential role in heme biosynthesis. The iron delivered into the mitochondria, presumably as Fe(2+), is then probably delivered to ferrochelatase to catalyze Fe(2+) incorporation into protoprophyrin IX to make heme (By similarity); Solute carriers","ENSP00000429200","KH2013:KH.L170.33","SLC25A28/37"
"6031","9606.ENSP00000310260","INTS6",887,"Integrator complex subunit 6; Component of the Integrator (INT) complex, a complex involved in the small nuclear RNAs (snRNA) U1 and U2 transcription and in their 3'-box-dependent processing. The Integrator complex is associated with the C-terminal domain (CTD) of RNA polymerase II largest subunit (POLR2A) and is recruited to the U1 and U2 snRNAs genes (Probable). Mediates recruitment of cytoplasmic dynein to the nuclear envelope, probably as component of the INT complex. May have a tumor suppressor role; an ectopic expression suppressing tumor cell growth","ENSP00000310260","KH2013:KH.L170.12","INTS6"
"8517","9606.ENSP00000340594","SYDE2",1194,"Rho GTPase-activating protein SYDE2; GTPase activator for the Rho-type GTPases by converting them to an inactive GDP-bound state; C2 domain containing","ENSP00000340594","KH2013:KH.L170.69","SYDE1/2"
"8611","9606.ENSP00000341489","SYDE1",735,"Rho GTPase-activating protein SYDE1; GTPase activator for the Rho-type GTPases. As a GCM1 downstream effector, it is involved in placental development and positively regulates trophoblast cells migration. It regulates cytoskeletal remodeling by controlling the activity of Rho GTPases including RHOA, CDC42 and RAC1","ENSP00000341489","KH2013:KH.L170.69","SYDE1/2"
"1590","9606.ENSP00000250457","EGLN3",239,"Egl nine homolog 3; Cellular oxygen sensor that catalyzes, under normoxic conditions, the post-translational formation of 4-hydroxyproline in hypoxia-inducible factor (HIF) alpha proteins. Hydroxylates a specific proline found in each of the oxygen-dependent degradation (ODD) domains (N-terminal, NODD, and C-terminal, CODD) of HIF1A. Also hydroxylates HIF2A. Has a preference for the CODD site for both HIF1A and HIF2A. Hydroxylation on the NODD site by EGLN3 appears to require prior hydroxylation on the CODD site. Hydroxylated HIFs are then targeted for proteasomal degradation via the v [...] ","ENSP00000250457","KH2013:KH.L171.18","EGLN1/2/3"
"10168","9606.ENSP00000355601","EGLN1",426,"Egl nine homolog 1; Cellular oxygen sensor that catalyzes, under normoxic conditions, the post-translational formation of 4-hydroxyproline in hypoxia-inducible factor (HIF) alpha proteins. Hydroxylates a specific proline found in each of the oxygen-dependent degradation (ODD) domains (N-terminal, NODD, and C-terminal, CODD) of HIF1A. Also hydroxylates HIF2A. Has a preference for the CODD site for both HIF1A and HIF1B. Hydroxylated HIFs are then targeted for proteasomal degradation via the von Hippel-Lindau ubiquitination complex. Under hypoxic conditions, the hydroxylation reaction is  [...] ","ENSP00000355601","KH2013:KH.L171.18","EGLN1/2/3"
"18382","9606.ENSP00000469686","EGLN2",407,"Egl nine homolog 2; Cellular oxygen sensor that catalyzes, under normoxic conditions, the post-translational formation of 4-hydroxyproline in hypoxia-inducible factor (HIF) alpha proteins. Hydroxylates a specific proline found in each of the oxygen-dependent degradation (ODD) domains (N-terminal, NODD, and C-terminal, CODD) of HIF1A. Also hydroxylates HIF2A. Has a preference for the CODD site for both HIF1A and HIF2A. Hydroxylated HIFs are then targeted for proteasomal degradation via the von Hippel-Lindau ubiquitination complex. Under hypoxic conditions, the hydroxylation reaction is  [...] ","ENSP00000469686","KH2013:KH.L171.18","EGLN1/2/3"
"588","9606.ENSP00000220772","SFRP1",314,"Secreted frizzled-related protein 1; Soluble frizzled-related proteins (sFRPS) function as modulators of Wnt signaling through direct interaction with Wnts. They have a role in regulating cell growth and differentiation in specific cell types. SFRP1 decreases intracellular beta-catenin levels (By similarity). Has antiproliferative effects on vascular cells, in vitro and in vivo, and can induce, in vivo, an angiogenic response. In vascular cell cycle, delays the G1 phase and entry into the S phase (By similarity). In kidney development, inhibits tubule formation and bud growth in metane [...] ","ENSP00000220772","KH2013:KH.L171.5","SFRP1/5"
"31381","9606.ENSP00000266066","SFRP5",317,"Secreted frizzled-related protein 5; Soluble frizzled-related proteins (sFRPS) function as modulators of Wnt signaling through direct interaction with Wnts. They have a role in regulating cell growth and differentiation in specific cell types. SFRP5 may be involved in determining the polarity of photoreceptor, and perhaps, other cells in the retina","ENSP00000266066","KH2013:KH.L171.5","SFRP1/5"
