"","refseq_peptide","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide_predicted","protein_external_id","preferred_name","protein_size","annotation"
"2820","","ENSCING00000011490","ENSCINT00000022181","","XP_002131286","7719.XP_002131286.1","XP_002131286.1",262,"U6 snRNA phosphodiesterase; Phosphodiesterase responsible for the U6 snRNA 3' end processing. Acts as an exoribonuclease (RNase) responsible for trimming the poly(U) tract of the last nucleotides in the pre-U6 snRNA molecule, leading to the formation of mature U6 snRNA"
"2821","","ENSCING00000003935","ENSCINT00000008141","","XP_002131295","7719.XP_002131295.1","XP_002131295.1",568,"Leucine-rich repeat-containing protein 47-like"
"2822","","ENSCING00000005347","ENSCINT00000011040","","XP_002131299","7719.XP_002131299.1","XP_002131299.1",536,"T-complex protein 1 subunit beta-like; Molecular chaperone; assists the folding of proteins upon ATP hydrolysis"
"2823","","ENSCING00000020771","ENSCINT00000032196","","XP_002131303","7719.XP_002131303.1","XP_002131303.1",204,"Uncharacterized protein LOC100187459 isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 EST, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 5 samples with support for all annotated introns"
"2824","","ENSCING00000005938","ENSCINT00000012258","","XP_002131305","7719.XP_002131305.1","XP_002131305.1",448,"CCR4-NOT transcription complex subunit 11"
"2825","","ENSCING00000009528","ENSCINT00000019401","","XP_002131307","7719.XP_002131307.1","XP_002131307.1",214,"Ubiquitin-conjugating enzyme E2 S; Belongs to the ubiquitin-conjugating enzyme family"
"2826","","ENSCING00000009872","ENSCINT00000019992","","XP_002131316","7719.XP_002131316.1","XP_002131316.1",381,"Organic solute transporter subunit alpha isoform X1"
"2827","","ENSCING00000002555","ENSCINT00000005196","","XP_002131317","7719.XP_002131317.1","XP_002131317.1",412,"Inactive serine protease 35; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 2 mRNAs, 130 ESTs, 15 Proteins, and 99% coverage of the annotated genomic feature by RNAseq alignments, including 13 samples with support for all annotated introns"
"2828","","ENSCING00000008081","ENSCINT00000016533","","XP_002131318","7719.XP_002131318.2","XP_002131318.2",708,"propionyl-CoA carboxylase alpha chain, mitochondrial"
"2829","","ENSCING00000003118","ENSCINT00000006307","","XP_002131327","7719.XP_002131327.1","XP_002131327.1",278,"RING finger and CHY zinc finger domain-containing protein 1 isoform X1"
"2830","","ENSCING00000019928","ENSCINT00000030373","","XP_002131332","7719.XP_002131332.1","XP_002131332.1",162,"Uncharacterized protein LOC100181226"
"2831","","ENSCING00000012094","ENSCINT00000023015","","XP_002131342","7719.XP_002131342.1","XP_002131342.1",213,"PCNA-associated factor-like"
"2832","","ENSCING00000007411","ENSCINT00000015226","","XP_002131344","7719.XP_002131344.1","XP_002131344.1",200,"Uncharacterized protein LOC100187306"
"2833","","ENSCING00000009133","ENSCINT00000022024","","XP_002131347","7719.XP_002131347.1","XP_002131347.1",361,"Sodium/bile acid cotransporter 7"
"2834","","ENSCING00000008352","ENSCINT00000017036","","XP_002131348","7719.XP_002131348.1","XP_002131348.1",205,"V-type proton ATPase 21 kDa proteolipid subunit-like; Belongs to the V-ATPase proteolipid subunit family"
"2835","","ENSCING00000024419","ENSCINT00000033455","","XP_002131352","7719.XP_002131352.1","XP_002131352.1",288,"Uncharacterized protein LOC100179420"
"2836","","ENSCING00000023268","ENSCINT00000037169","","XP_002131354","7719.XP_002131354.1","XP_002131354.1",166,"Cofilin; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 2 mRNAs, 359 ESTs, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 13 samples with support for all annotated introns; Belongs to the actin-binding proteins ADF family"
"2837","","ENSCING00000005295","ENSCINT00000010932","","XP_002131357","7719.XP_002131357.1","XP_002131357.1",706,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 201 ESTs, 22 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 4 samples with support for all annotated introns"
"2838","","ENSCING00000009527","ENSCINT00000019400","","XP_002131359","7719.XP_002131359.1","XP_002131359.1",824,"Nuclear pore complex protein Nup93-like"
"2839","","ENSCING00000023648","ENSCINT00000033532","","XP_002131361","7719.XP_002131361.1","XP_002131361.1",210,"Uncharacterized protein LOC100186945"
"2840","","ENSCING00000008944","ENSCINT00000018164","","XP_002131364","7719.XP_002131364.1","XP_002131364.1",256,"Phospholipid scramblase; May mediate accelerated ATP-independent bidirectional transbilayer migration of phospholipids upon binding calcium ions that results in a loss of phospholipid asymmetry in the plasma membrane"
"2841","","ENSCING00000008020","ENSCINT00000016416","","XP_002131365","7719.XP_002131365.1","XP_002131365.1",496,"Glycerate kinase-like"
"2842","","ENSCING00000002366","ENSCINT00000004809","","XP_002131368","7719.XP_002131368.1","XP_002131368.1",545,"Uncharacterized protein LOC100179341"
"2843","","ENSCING00000006838","ENSCINT00000014043","","XP_002131370","7719.XP_002131370.1","XP_002131370.1",200,"Ras-related protein Rab-18"
"2844","","ENSCING00000019032","ENSCINT00000035312","","XP_002131371","7719.XP_002131371.1","XP_002131371.1",132,"Ribonuclease P protein subunit p21"
"2845","","ENSCING00000011683","ENSCINT00000016402","","XP_002131374","7719.XP_002131374.1","XP_002131374.1",440,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial-like; Belongs to the beta-ketoacyl-ACP synthases family"
"2846","","ENSCING00000006844","ENSCINT00000014076","","XP_002131375","7719.XP_002131375.1","XP_002131375.1",225,"Transmembrane protein 147-like isoform X1"
"2847","","ENSCING00000013397","ENSCINT00000024864","","XP_002131378","7719.XP_002131378.1","XP_002131378.1",380,"Uncharacterized protein LOC100175021"
"2848","","ENSCING00000020728","ENSCINT00000033317","","XP_002131380","7719.XP_002131380.1","XP_002131380.1",502,"Amidophosphoribosyltransferase-like"
"2849","","ENSCING00000008294","ENSCINT00000016937","","XP_002131385","7719.XP_002131385.1","XP_002131385.1",194,"Uncharacterized protein LOC100182373 isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 8 ESTs, and 48% coverage of the annotated genomic feature by RNAseq alignments"
"2850","","ENSCING00000013019","ENSCINT00000024315","","XP_002131391","7719.XP_002131391.1","XP_002131391.1",1264,"Cyclin-dependent kinase 12 isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 2 mRNAs, 80 ESTs, 6 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments"
"2851","","ENSCING00000013520","ENSCINT00000025028","","XP_002131392","7719.XP_002131392.1","XP_002131392.1",202,"ADP-ribosylation factor 6-like; Belongs to the small GTPase superfamily. Arf family"
"2852","","ENSCING00000013222","ENSCINT00000024605","","XP_002131393","7719.XP_002131393.1","XP_002131393.1",321,"Uncharacterized protein LOC100175991; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 70 ESTs, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 9 samples with support for all annotated introns"
"2853","","ENSCING00000009405","ENSCINT00000019132","","XP_002131401","7719.XP_002131401.1","XP_002131401.1",107,"Uncharacterized protein LOC100185563"
"2854","","ENSCING00000012480","ENSCINT00000023514","","XP_002131402","7719.XP_002131402.1","XP_002131402.1",259,"Phospholipid scramblase; May mediate accelerated ATP-independent bidirectional transbilayer migration of phospholipids upon binding calcium ions that results in a loss of phospholipid asymmetry in the plasma membrane"
"2855","","ENSCING00000008017","ENSCINT00000016410","","XP_002131404","7719.XP_002131404.2","ap1g1",834,"AP-1 complex subunit gamma-1"
"2856","","ENSCING00000009557","ENSCINT00000019442","","XP_002131406","7719.XP_002131406.1","XP_002131406.1",597,"Fidgetin-like protein 1; Belongs to the AAA ATPase family"
"2857","","ENSCING00000015058","ENSCINT00000027191","","XP_002131410","7719.XP_002131410.1","XP_002131410.1",340,"39S ribosomal protein L44, mitochondrial-like isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 74 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 16 samples with support for all annotated introns"
"2858","","ENSCING00000012746","ENSCINT00000023902","","XP_002131426","7719.XP_002131426.1","XP_002131426.1",130,"Uncharacterized protein LOC100184483"
"2859","","ENSCING00000020661","ENSCINT00000035762","","XP_002131427","7719.XP_002131427.1","XP_002131427.1",124,"Uncharacterized protein LOC100179974"
"2860","","ENSCING00000003953","ENSCINT00000008224","","XP_002131432","7719.XP_002131432.1","XP_002131432.1",598,"dnaJ homolog subfamily C member 2"
"2861","","ENSCING00000009526","ENSCINT00000023970","","XP_002131435","7719.XP_002131435.1","XP_002131435.1",217,"Ras-related protein Rab-11B-like"
"2862","","ENSCING00000001829","ENSCINT00000003684","","XP_002131438","7719.XP_002131438.1","XP_002131438.1",332,"TFIIA-alpha and beta-like factor isoform X1"
"2863","","ENSCING00000000188","ENSCINT00000000318","","XP_002131439","7719.XP_002131439.1","XP_002131439.1",328,"Aflatoxin B1 aldehyde reductase member 2-like"
"2864","","ENSCING00000007276","ENSCINT00000014931","","XP_002131441","7719.XP_002131441.1","XP_002131441.1",214,"Coiled-coil domain-containing protein 169-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 14 ESTs, 1 Protein, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 4 samples with support for all annotated introns"
"2865","","ENSCING00000014230","ENSCINT00000026075","","XP_002131447","7719.XP_002131447.1","ITPase",192,"Inosine triphosphate pyrophosphatase; Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as inosine triphosphate (ITP), deoxyinosine triphosphate (dITP) or xanthosine 5'-triphosphate (XTP) to their respective monophosphate derivatives. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions"
"2866","","ENSCING00000013825","ENSCINT00000025470","","XP_002131448","7719.XP_002131448.2","XP_002131448.2",181,"Transcription initiation factor TFIID subunit 9B-like isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 50 ESTs, 12 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 10 samples with support for all annotated introns"
"2867","","ENSCING00000009556","ENSCINT00000019441","","XP_002131450","7719.XP_002131450.1","XP_002131450.1",158,"Uncharacterized protein LOC100182510"
"2868","","ENSCING00000012949","ENSCINT00000024204","","XP_002131452","7719.XP_002131452.1","XP_002131452.1",226,"Transmembrane emp24 domain-containing protein 1-like isoform X1"
"2869","","ENSCING00000020421","ENSCINT00000030845","","XP_002131463","7719.XP_002131463.1","XP_002131463.1",282,"CAAX prenyl protease 2-like"
"2870","","ENSCING00000003702","ENSCINT00000007636","","XP_002131467","7719.XP_002131467.3","XP_002131467.3",272,"Uncharacterized protein LOC100185552"
"2871","","ENSCING00000023949","ENSCINT00000033963","","XP_002131468","7719.XP_002131468.2","XP_002131468.2",996,"Uncharacterized protein DDB_G0283697"
"2872","","ENSCING00000004795","ENSCINT00000009923","","XP_002131471","7719.XP_002131471.1","XP_002131471.1",157,"Uncharacterized protein LOC100179625"
"2873","","ENSCING00000005670","ENSCINT00000011733","","XP_002131475","7719.XP_002131475.1","XP_002131475.1",227,"Protein enhancer of sevenless 2B"
"2874","","ENSCING00000013519","ENSCINT00000025026","","XP_002131476","7719.XP_002131476.1","XP_002131476.1",247,"Pinin-like isoform X1; Pinin-like"
"2875","","ENSCING00000009857","ENSCINT00000019977","","XP_002131477","7719.XP_002131477.1","XP_002131477.1",156,"Uncharacterized protein LOC100187420"
"2876","","ENSCING00000020523","ENSCINT00000036362","","XP_002131479","7719.XP_002131479.1","XP_002131479.1",302,"Uncharacterized protein LOC100187308"
"2877","","ENSCING00000007373","ENSCINT00000015141","","XP_002131480","7719.XP_002131480.1","XP_002131480.1",334,"Mediator of RNA polymerase II transcription subunit 26-like isoform X1"
"2878","","ENSCING00000023973","ENSCINT00000033438","","XP_002131485","7719.XP_002131485.1","XP_002131485.1",104,"Uncharacterized protein LOC100176581"
"2879","","ENSCING00000003274","ENSCINT00000005209","","XP_002131491","7719.XP_002131491.1","XP_002131491.1",241,"Dolichol-phosphate mannosyltransferase subunit 1 isoform X1"
"2880","","ENSCING00000020258","ENSCINT00000034318","","XP_002131499","7719.XP_002131499.1","XP_002131499.1",177,"Uncharacterized protein LOC100180652 isoform X1"
"2881","","ENSCING00000003103","ENSCINT00000006289","","XP_002131502","7719.XP_002131502.1","XP_002131502.1",196,"LDLR chaperone MESD-like"
"2882","","ENSCING00000022135","ENSCINT00000034808","","XP_002131504","7719.XP_002131504.1","XP_002131504.1",380,"Uncharacterized protein LOC100175287 isoform X1"
"2883","","ENSCING00000015055","ENSCINT00000027187","","XP_002131505","7719.XP_002131505.1","XP_002131505.1",148,"MRG/MORF4L-binding protein-like"
"2884","","ENSCING00000003658","ENSCINT00000007549","","XP_002131506","7719.XP_002131506.1","XP_002131506.1",304,"3'(2'),5'-bisphosphate nucleotidase 1-like"
"2885","","ENSCING00000012879","ENSCINT00000024105","","XP_002131508","7719.XP_002131508.1","XP_002131508.1",238,"Ankyrin repeat domain-containing protein 45-like"
"2886","","ENSCING00000018196","ENSCINT00000033942","","XP_002131512","7719.XP_002131512.1","XP_002131512.1",211,"Claudin; Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium- independent cell-adhesion activity"
"2887","","ENSCING00000006717","ENSCINT00000013802","","XP_002131513","7719.XP_002131513.1","XP_002131513.1",632,"Sodium-coupled monocarboxylate transporter 1; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family"
"2888","","ENSCING00000013224","ENSCINT00000024606","","XP_002131519","7719.XP_002131519.1","XP_002131519.1",133,"Uncharacterized protein LOC100180714"
"2889","","ENSCING00000009554","ENSCINT00000019438","","XP_002131521","7719.XP_002131521.2","XP_002131521.2",518,"Protein LSM14 homolog A-B isoform X1"
"2890","","ENSCING00000018665","ENSCINT00000035181","","XP_002131526","7719.XP_002131526.2","wdr26",580,"WD repeat-containing protein 26"
"2891","","ENSCING00000005554","ENSCINT00000011500","","XP_002131530","7719.XP_002131530.1","XP_002131530.1",388,"Uncharacterized protein LOC100181058"
"2892","","ENSCING00000021037","ENSCINT00000036777","","XP_002131535","7719.XP_002131535.1","XP_002131535.1",282,"Tetraspanin; CD63 antigen"
"2893","","ENSCING00000013225","ENSCINT00000024607","","XP_002131536","7719.XP_002131536.1","XP_002131536.1",186,"Tctex1 domain-containing protein 1-B-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 4 ESTs, and 82% coverage of the annotated genomic feature by RNAseq alignments, including 2 samples with support for all annotated introns"
"2894","","ENSCING00000003269","ENSCINT00000006719","","XP_002131537","7719.XP_002131537.1","XP_002131537.1",227,"Zinc finger C4H2 domain-containing protein-like"
"2895","","ENSCING00000023325","ENSCINT00000030303","","XP_002131538","7719.XP_002131538.1","XP_002131538.1",210,"Testis, prostate and placenta-expressed protein-like"
"2896","","ENSCING00000004006","ENSCINT00000008244","","XP_002131539","7719.XP_002131539.1","XP_002131539.1",532,"Uncharacterized protein LOC100176859"
"2897","","ENSCING00000006594","ENSCINT00000013536","","XP_002131540","7719.XP_002131540.1","XP_002131540.1",393,"Metalloendopeptidase; Zinc metalloproteinase nas-6-like"
"2898","","ENSCING00000021034","ENSCINT00000030840","","XP_002131543","7719.XP_002131543.1","XP_002131543.1",299,"Aquaporin-8-like isoform X1; Aquaporin-8-like; Belongs to the MIP/aquaporin (TC 1.A.8) family"
"2899","","ENSCING00000018450","ENSCINT00000036030","","XP_002131545","7719.XP_002131545.1","XP_002131545.1",394,"Dickkopf-related protein 3"
"2900","","ENSCING00000003238","ENSCINT00000006634","","XP_002131550","7719.XP_002131550.1","XP_002131550.1",202,"Spermatogenesis-associated protein 24-like"
"2901","","ENSCING00000007908","ENSCINT00000016191","","XP_002131554","7719.XP_002131554.1","XP_002131554.1",410,"Carboxypeptidase B-like"
"2902","","ENSCING00000012950","ENSCINT00000024205","","XP_002131561","7719.XP_002131561.1","XP_002131561.1",165,"60S ribosomal protein L12; Belongs to the universal ribosomal protein uL11 family"
"2903","","ENSCING00000015136","ENSCINT00000027267","","XP_002131563","7719.XP_002131563.1","XP_002131563.1",426,"IQ domain-containing protein D-like"
"2904","","ENSCING00000014197","ENSCINT00000026025","","XP_002131564","7719.XP_002131564.1","XP_002131564.1",113,"ATP synthase-coupling factor 6, mitochondrial-like"
"2905","","ENSCING00000006847","ENSCINT00000014068","","XP_002131572","7719.XP_002131572.1","XP_002131572.1",307,"Erythrocyte band 7 integral membrane protein isoform X1"
"2906","","ENSCING00000007576","ENSCINT00000015522","","XP_002131576","7719.XP_002131576.1","XP_002131576.1",447,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial; ATP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit"
"2907","","ENSCING00000022101","ENSCINT00000031956","","XP_002131580","7719.XP_002131580.1","XP_002131580.1",219,"Peroxisomal membrane protein 11A-like"
"2908","","ENSCING00000024417","ENSCINT00000035690","","XP_002131588","7719.XP_002131588.1","XP_002131588.1",187,"Lysozyme g-like"
"2909","","ENSCING00000018640","ENSCINT00000036701","","XP_002131593","7719.XP_002131593.1","XP_002131593.1",195,"DNA replication complex GINS protein PSF1"
"2910","","ENSCING00000004197","ENSCINT00000008673","","XP_002131599","7719.XP_002131599.1","XP_002131599.1",343,"Translation initiation factor eIF-2B subunit beta-like; Belongs to the eIF-2B alpha/beta/delta subunits family"
"2911","","ENSCING00000004495","ENSCINT00000009291","","XP_002131617","7719.XP_002131617.1","XP_002131617.1",242,"Uncharacterized protein LOC100175973"
"2912","","ENSCING00000007644","ENSCINT00000015668","","XP_002131618","7719.XP_002131618.1","XP_002131618.1",253,"Electron transfer flavoprotein subunit beta-like"
"2913","","ENSCING00000005924","ENSCINT00000012228","","XP_002131619","7719.XP_002131619.1","XP_002131619.1",206,"Ras-related protein Rab-9B-like"
"2914","","ENSCING00000007392","ENSCINT00000015185","","XP_002131620","7719.XP_002131620.1","XP_002131620.1",303,"Uncharacterized protein LOC100185721 isoform X2; phytanoyl-CoA dioxygenase domain-containing protein 1 homolog"
"2915","","ENSCING00000020986","ENSCINT00000034818","","XP_002131621","7719.XP_002131621.1","XP_002131621.1",399,"Solute carrier family 22 member 18; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 12 ESTs, 1 Protein, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 4 samples with support for all annotated introns"
"2916","","ENSCING00000016977","ENSCINT00000000793","","XP_002131626","7719.XP_002131626.1","XP_002131626.1",227,"DTW domain-containing protein 2-like isoform X1"
"2917","","ENSCING00000004496","ENSCINT00000009292","","XP_002131630","7719.XP_002131630.1","XP_002131630.1",236,"Uncharacterized protein LOC100186170"
"2918","","ENSCING00000002259","ENSCINT00000004620","","XP_002131633","7719.XP_002131633.1","XP_002131633.1",360,"Sorbitol dehydrogenase-like"
"2919","","ENSCING00000007243","ENSCINT00000014846","","XP_002131636","7719.XP_002131636.1","XP_002131636.1",383,"Uncharacterized protein LOC100175179"
"2920","","ENSCING00000003014","ENSCINT00000006163","","XP_002131637","7719.XP_002131637.1","XP_002131637.1",185,"Translocon-associated protein subunit gamma-like"
"2921","","ENSCING00000021659","ENSCINT00000032624","","XP_002131642","7719.XP_002131642.1","XP_002131642.1",249,"Spindle and kinetochore-associated protein 1-like isoform X1"
"2922","","ENSCING00000007381","ENSCINT00000015181","","XP_002131652","7719.XP_002131652.1","XP_002131652.1",530,"Acetyl-coenzyme A transporter 1"
"2923","","ENSCING00000012770","ENSCINT00000023946","","XP_002131655","7719.XP_002131655.1","XP_002131655.1",325,"Peroxisomal 2,4-dienoyl-CoA reductase-like"
"2924","","ENSCING00000009410","ENSCINT00000019142","","XP_002131658","7719.XP_002131658.1","XP_002131658.1",869,"Catenin delta-1 isoform X1"
"2925","","ENSCING00000005659","ENSCINT00000011721","","XP_002131669","7719.XP_002131669.1","XP_002131669.1",548,"Elongator complex protein 3; Catalytic histone acetyltransferase subunit of the RNA polymerase II elongator complex, which is a component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation"
"2926","","ENSCING00000013799","ENSCINT00000025427","","XP_002131674","7719.XP_002131674.1","XP_002131674.1",287,"Uncharacterized protein LOC100185132; phytanoyl-CoA dioxygenase, peroxisomal-like"
"2927","","ENSCING00000009955","ENSCINT00000020075","","XP_002131675","7719.XP_002131675.1","XP_002131675.1",220,"Uncharacterized protein LOC100186509"
"2928","","ENSCING00000006857","ENSCINT00000014087","","XP_002131694","7719.XP_002131694.1","XP_002131694.1",449,"WD repeat-containing protein WRAP73; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 35 ESTs, 5 Proteins, and 91% coverage of the annotated genomic feature by RNAseq alignments"
"2929","","ENSCING00000005076","ENSCINT00000010455","","XP_002131697","7719.XP_002131697.1","XP_002131697.1",303,"Uncharacterized protein LOC100175241; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 81 ESTs, and 92% coverage of the annotated genomic feature by RNAseq alignments"
"2930","","ENSCING00000019740","ENSCINT00000034781","","XP_002131700","7719.XP_002131700.1","XP_002131700.1",130,"Sjoegren syndrome nuclear autoantigen 1 homolog"
"2931","","ENSCING00000008155","ENSCINT00000016656","","XP_002131705","7719.XP_002131705.1","XP_002131705.1",123,"60S ribosomal protein L35"
"2932","","ENSCING00000003010","ENSCINT00000006125","","XP_002131707","7719.XP_002131707.1","XP_002131707.1",266,"Uncharacterized protein LOC100180927"
"2933","","ENSCING00000014206","ENSCINT00000006602","","XP_002131710","7719.XP_002131710.1","XP_002131710.1",251,"Uncharacterized protein LOC100184299"
"2934","","ENSCING00000022870","ENSCINT00000033006","","XP_002131712","7719.XP_002131712.1","XP_002131712.1",472,"Multiple inositol polyphosphate phosphatase 1-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 16 ESTs, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 3 samples with support for all annotated introns; Belongs to the histidine acid phosphatase family"
"2935","","ENSCING00000002238","ENSCINT00000004580","","XP_002131715","7719.XP_002131715.1","XP_002131715.1",416,"Phosphoglycerate kinase; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 167 ESTs, 9 Proteins, and 99% coverage of the annotated genomic feature by RNAseq alignments"
"2936","","ENSCING00000006610","ENSCINT00000013578","","XP_002131720","7719.XP_002131720.1","XP_002131720.1",180,"60S ribosome subunit biogenesis protein NIP7 homolog; Required for proper 34S pre-rRNA processing and 60S ribosome subunit assembly"
"2937","","ENSCING00000021062","ENSCINT00000031620","","XP_002131724","7719.XP_002131724.1","XP_002131724.1",150,"Actin-related protein 2/3 complex subunit 5; Functions as component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks"
"2938","","ENSCING00000022286","ENSCINT00000015670","","XP_002131726","7719.XP_002131726.1","XP_002131726.1",131,"Coiled-coil domain-containing protein 86-like"
"2939","","ENSCING00000003006","ENSCINT00000006122","","XP_002131728","7719.XP_002131728.2","XP_002131728.2",387,"Protein prune homolog"
"2940","","ENSCING00000014215","ENSCINT00000026053","","XP_002131733","7719.XP_002131733.1","XP_002131733.1",763,"Metalloendopeptidase; Uncharacterized protein LOC100176208; Belongs to the peptidase M12A family"
"2941","","ENSCING00000002232","ENSCINT00000004562","","XP_002131753","7719.XP_002131753.1","XP_002131753.1",1194,"Werner syndrome ATP-dependent helicase homolog"
"2942","","ENSCING00000012787","ENSCINT00000023973","","XP_002131755","7719.XP_002131755.1","XP_002131755.1",127,"Ragulator complex protein LAMTOR2-B-like"
"2943","","ENSCING00000005926","ENSCINT00000022198","","XP_002131761","7719.XP_002131761.1","XP_002131761.1",275,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial; Belongs to the complex I 30 kDa subunit family"
"2944","","ENSCING00000022997","ENSCINT00000036290","","XP_002131764","7719.XP_002131764.1","XP_002131764.1",302,"Omega-amidase NIT2"
"2945","","ENSCING00000007568","ENSCINT00000015504","","XP_002131768","7719.XP_002131768.1","XP_002131768.1",487,"Notchless protein homolog 1"
"2946","","ENSCING00000018173","ENSCINT00000031001","","XP_002131774","7719.XP_002131774.1","XP_002131774.1",252,"Uncharacterized protein LOC100186007"
"2947","","ENSCING00000004764","ENSCINT00000009854","","XP_002131784","7719.XP_002131784.1","XP_002131784.1",217,"Charged multivesicular body protein 5; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 90 ESTs, 27 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 12 samples with support for all annotated introns; Belongs to the SNF7 family"
"2948","","ENSCING00000020475","ENSCINT00000031036","","XP_002131786","7719.XP_002131786.1","XP_002131786.1",171,"Uncharacterized protein LOC100180872"
"2949","","ENSCING00000007915","ENSCINT00000016206","","XP_002131788","7719.XP_002131788.1","XP_002131788.1",632,"Uncharacterized protein LOC100186095"
"2950","","ENSCING00000007649","ENSCINT00000015671","","XP_002131796","7719.XP_002131796.1","XP_002131796.1",266,"Uncharacterized protein LOC100181352; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 3 mRNAs, 67 ESTs, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 2 samples with support for all annotated introns"
"2951","","ENSCING00000004763","ENSCINT00000025432","","XP_002131798","7719.XP_002131798.1","XP_002131798.1",477,"F-box/LRR-repeat protein 20 isoform X1"
"2952","","ENSCING00000009878","ENSCINT00000019998","","XP_002131801","7719.XP_002131801.1","XP_002131801.1",453,"Sphingolipid 10-desaturase-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 22 ESTs, and 94% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"
"2953","","ENSCING00000007779","ENSCINT00000015943","","XP_002131803","7719.XP_002131803.1","XP_002131803.1",405,"Fluoride export protein 2 isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 25 ESTs, and 85% coverage of the annotated genomic feature by RNAseq alignments"
"2954","","ENSCING00000005925","ENSCINT00000022200","","XP_002131804","7719.XP_002131804.1","XP_002131804.1",219,"Thioredoxin domain-containing protein 9-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 71 ESTs, 15 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 18 samples with support for all annotated introns"
"2955","","ENSCING00000022688","ENSCINT00000030762","","XP_002131806","7719.XP_002131806.1","XP_002131806.1",275,"Transmembrane protein 56-B"
"2956","","ENSCING00000012788","ENSCINT00000023975","","XP_002131815","7719.XP_002131815.1","XP_002131815.1",272,"ATP synthase mitochondrial F1 complex assembly factor 2-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 113 ESTs, 2 Proteins, and 99% coverage of the annotated genomic feature by RNAseq alignments, including 16 samples with support for all annotated introns"
"2957","","ENSCING00000020443","ENSCINT00000035834","","XP_002131817","7719.XP_002131817.1","XP_002131817.1",83,"Cysteine-rich protein 1-like"
